name,cik,ticker,founding_date,s1_filing_date,status,primary_disease_area,disease_areas,modality_category,modality_subtype,modality_details,targets,lead_stage,pipeline_summary,extraction_source,acquirer,cagr_pct,city,current_price,exchange,exit_date,exit_details,exit_type,market_cap,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct,sic_code,state
"PharMEDium Healthcare Holdings, Inc.",0001598816,,2013-12-01,2015-08-31,ipo_withdrawn,,,other,compounded_sterile_preparations,compounded_sterile_preparations,,approved,"Provides outsourced compounded sterile preparations (CSPs) to acute care hospitals across multiple therapy categories including pain management, operating room anesthesia, intensive care, nerve block, and labor and delivery.",s1_filing,,,LAKE FOREST,,,2016-12-02,,ipo_withdrawn,,,,,,,,,,,,2834,IL
PhaseBio Pharmaceuticals Inc,0001169245,,2002-01-01,2018-09-21,delisted,cardiovascular,"cardiovascular,rare_disease,respiratory",biologic,antibody,"antibody,protein","ticagrelor,P2Y12,VIP",phase_2,"Develops novel therapies for orphan cardiopulmonary diseases including PB2452, an antibody reversal agent for ticagrelor, and PB1046, a VIP analogue for pulmonary arterial hypertension using proprietary ELP technology.",s1_filing,,,MALVERN,,,2024-09-30,,delisted,,,,,,,,,,,,2834,PA
"PHASERX, INC.",0001429386,,2006-03-09,2016-04-18,unknown,rare_disease,"rare_disease,metabolic",other,rna,rna,"OTC,ASL,ASS1",preclinical,"Develops intracellular enzyme replacement therapies using proprietary Hybrid mRNA Technology to treat inherited enzyme deficiencies in the liver, primarily focusing on urea cycle disorders.",s1_filing,,,SEATTLE,,,,,unknown,,,,,,,,,,,,2834,WA
"Phathom Pharmaceuticals, Inc.",0001783183,PHAT,2018-01-01,2019-09-30,trading,gastroenterology,"gastroenterology,infectious_disease",small_molecule,small_molecule,small_molecule,"potassium competitive acid blocker,P-CAB",phase_3,"Develops vonoprazan, an oral small molecule potassium competitive acid blocker for treating gastroesophageal reflux disease and Helicobacter pylori infection.",s1_filing,,-9.3,FLORHAM PARK,13.325,NMS,,,,1039529088,2294,2019-10-25,24.6,2026-02-04,13.32,2020-06-08,54.6,122.0,2.29,-45.8,2834,NJ
Phenomix CORP,0001424342,,2004-12-23,2008-01-25,ipo_withdrawn,metabolic,"metabolic,infectious_disease",small_molecule,small_molecule,small_molecule,"DPP-4,NS3/4A protease",phase_2,"Develops small-molecule inhibitors targeting validated enzymes, with a lead DPP-4 inhibitor for Type 2 diabetes in Phase 2b and an NS3/4A protease inhibitor for hepatitis C in preclinical development.",s1_filing,,,SAN DIEGO,,,2008-10-23,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"PLIANT THERAPEUTICS, INC.",0001746473,PLRX,2015-06-01,2020-05-11,trading,respiratory,"respiratory,gastroenterology,metabolic,oncology,rare_disease",small_molecule,small_molecule,small_molecule,"ITGAV,ITGB6,ITGB1,TGFB1",phase_2,Develops oral small-molecule integrin inhibitors that block TGF-β activation to treat fibrotic diseases including idiopathic pulmonary fibrosis and primary sclerosing cholangitis.,s1_filing,,-40.0,SOUTH SAN FRANCISCO,1.17,NMS,,,,71895776,2072,2020-06-03,21.3,2026-02-04,1.17,2021-03-25,40.23,88.9,1.16,-94.5,2834,CA
PLX PHARMA INC.,0001291520,,2011-09-12,2015-10-05,ipo_withdrawn,cardiovascular,"cardiovascular,other",small_molecule,small_molecule,small_molecule,"COX,thromboxane",approved,Develops oral NSAID formulations using PLxGuard delivery system to improve GI safety and efficacy for cardiovascular disease prevention and pain/inflammation treatment.,s1_filing,,,HOUSTON,,,2016-03-04,,ipo_withdrawn,,,,,,,,,,,,2834,TX
PLx Pharma Winddown Corp.,0001497504,,2010-01-01,2014-02-06,delisted,infectious_disease,"infectious_disease,dermatology",biologic,peptide,peptide,bacterial cell membrane,phase_3,"Develops Locilex, a topical antibiotic peptide derived from African Clawed Frog skin for treating mild diabetic foot infections and other skin infections.",s1_filing,,,SPARTA,,,2023-10-18,,delisted,,,,,,,,,,,,2834,NJ
PMGC Holdings Inc.,0001840563,ELAB,2020-06-01,2023-09-29,trading,metabolic,metabolic,biologic,other,engineered_probiotic,,unknown,Develops engineered probiotic therapies to address obesity and preserve muscle mass during weight loss treatments including GLP-1 receptor agonists.,s1_filing,,-99.1,VANCOUVER,2.03,NCM,,,,2407163,806,2023-11-21,66807.02,2026-02-04,2.03,2023-11-28,79382.45,18.8,2.01,-100.0,2834,
"PMV Pharmaceuticals, Inc.",0001699382,PMVP,2013-03-01,2020-09-04,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,"p53,Y220C",phase_1,Develops small molecule tumor-agnostic therapies that structurally correct specific mutant p53 proteins to restore their wild-type tumor suppressing function.,s1_filing,,-48.6,PRINCETON,1.06,NMS,,,,56404196,1958,2020-09-25,37.51,2026-02-04,1.06,2020-12-31,61.51,64.0,0.84,-97.2,2834,NJ
"Polaryx Therapeutics, Inc.",0002075320,PLYX,2014-01-01,2025-11-21,trading,rare_disease,"rare_disease,cns",both,small_molecule,"small_molecule,gene_therapy",,phase_2,"Develops small molecule and gene therapies for rare pediatric lysosomal storage disorders with lead candidate PLX-200 targeting multiple LSDs including CLN2, CLN3, Krabbe disease, and Sandhoff disease.",s1_filing,,-100.0,PARAMUS,22.715,NGM,,,,,2,2026-02-02,35.0,2026-02-04,22.72,2026-02-02,35.0,0.0,21.95,-35.1,2834,NJ
"Polomar Health Services, Inc.",0001265521,PMHS,2000-09-14,2008-07-21,trading,,,,,,,,,,,-22.9,PALM HARBOR,0.7999,OQB,,,,22439666,6203,2009-02-09,66.67,2026-02-03,0.8,2010-10-01,6580.0,9770.0,0.07,-98.8,2834,FL
"POLYMEDIX, INC",0001341843,,2002-08-08,2008-05-21,ipo_withdrawn,infectious_disease,"infectious_disease,cardiovascular",small_molecule,small_molecule,small_molecule,"defensin,heparin",phase_1,"Develops synthetic small molecule biomimetics that mimic natural proteins, focusing on defensin mimetic antibiotics and heparin antagonists for infectious diseases and cardiovascular disorders.",s1_filing,,,RADNOR,,,2009-07-08,,ipo_withdrawn,,,,,,,,,,,,2834,PA
PORTOLA PHARMACEUTICALS INC,0001269021,,2003-09-01,2013-04-12,acquired,,,,,,,,,,,,SOUTH SAN FRANCISCO,,,2020-07-02,,acquired,,,,,,,,,,,,2834,CA
"Praxis Precision Medicines, Inc.",0001689548,PRAX,2019-01-01,2020-09-25,trading,cns,"cns,rare_disease",both,small_molecule,"small_molecule,rna","GABAA,SCN2A",phase_2,"Develops therapies for CNS disorders including depression, epilepsy, movement disorders and pain syndromes by targeting neuronal imbalance using genetic insights from epilepsies.",s1_filing,,-6.3,BOSTON,296.0301,NMS,,,,8211546624,1937,2020-10-16,417.0,2026-02-04,296.03,2021-01-07,903.0,116.5,12.06,-29.0,2834,MA
Praxsyn Corp,0001346973,,2005-06-06,2011-06-20,delisted,,,,,,,,,,,,LAS VEGAS,,,2019-03-05,,delisted,,,,,,,,,,,,2834,NV
PREDIX PHARMACEUTICALS HOLDINGS INC,0001044487,,2000-01-01,2005-08-03,ipo_withdrawn,cns,"cns,rare_disease,cardiovascular",small_molecule,small_molecule,small_molecule,"GPCR,ion channels",phase_2,"Develops small-molecule drugs targeting G-protein coupled receptors and ion channels for generalized anxiety disorder, Alzheimer's disease, and pulmonary arterial hypertension",s1_filing,,,LEXINGTON,,,2005-10-26,,ipo_withdrawn,,,,,,,,,,,,2834,MA
Prelude Therapeutics Inc,0001678660,PRLD,2016-02-01,2020-09-04,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,,phase_1,"Develops small molecule precision oncology therapies targeting key driver mechanisms in cancers through methyltransferases, kinases, protein-protein interactions and targeted protein degraders.",s1_filing,,-36.4,WILMINGTON,2.31,NMS,,,,145218768,1958,2020-09-25,26.2,2026-02-04,2.31,2021-02-10,91.68,249.9,0.61,-91.2,2834,DE
"Prescott Holdings, Inc.",0001511091,,2010-12-07,2011-05-16,ipo_withdrawn,,,other,supplements,"supplements,nutraceuticals",,unknown,"Manufactures supplements and nutraceuticals designed for bodybuilding and fitness applications to promote strength, stamina and vitality.",s1_filing,,,FRANKLIN,,,2011-08-11,,ipo_withdrawn,,,,,,,,,,,,2834,TN
PRESTWICK PHARMACEUTICALS INC,0001222761,,2002-11-01,2005-04-22,ipo_withdrawn,cns,cns,small_molecule,small_molecule,small_molecule,"dopamine,NMDA receptor,serotonin",phase_3,"Develops small molecule drugs targeting CNS disorders including movement disorders, Parkinson's disease, schizophrenia, and sleep apnea with focus on dopamine, NMDA receptor, and serotonin pathways.",s1_filing,,,WASHINGTON DC,,,2005-12-20,,ipo_withdrawn,,,,,,,,,,,,2834,DC
Primus Therapeutics Inc.,0001501467,,2010-04-21,2011-02-10,unknown,,,,,,,unknown,,s1_filing,,,SKILLMAN,,,,,unknown,,,,,,,,,,,,2834,NJ
Principia Biopharma Inc.,0001510487,,2018-04-01,2018-08-17,acquired,immunology,"immunology,oncology,cns,rare_disease",small_molecule,small_molecule,small_molecule,"BTK,FGFR,immunoproteasome",phase_2,"Develops oral small molecule inhibitors using their Tailored Covalency platform, with lead programs targeting BTK for autoimmune diseases like pemphigus and ITP, and FGFR for solid tumors.",s1_filing,,,SOUTH SAN FRANCISCO,,,2020-09-28,,acquired,,,,,,,,,,,,2834,CA
PRO NUTRISOURCE INC.,0001469289,,2009-02-20,2009-08-03,ipo_incomplete,,,,,,,,,,,,LONGUEUIL,,,,,ipo_incomplete,,,,,,,,,,,,2834,A8
"Processa Pharmaceuticals, Inc.",0001533743,PCSA,2011-03-29,2012-11-14,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,,phase_2,Develops next-generation cancer therapy small molecules that modify how existing cancer drugs are metabolized or distributed to improve therapeutic effects and reduce toxicity.,s1_filing,,-57.4,VERO BEACH,2.34,NCM,,,,5301897,4352,2014-03-07,61250.0,2026-02-04,2.34,2014-05-21,63822.5,4.2,2.34,-100.0,2834,FL
"Prometheus Biosciences, Inc.",0001718852,,2016-01-01,2021-02-19,acquired,gastroenterology,gastroenterology,both,antibody,"antibody,small_molecule","TL1A,TNF,GPCR,chemokine,inflammatory cytokine",phase_1,Develops precision medicine therapeutics and companion diagnostics for inflammatory bowel disease using their proprietary Prometheus360 platform to target specific patient subpopulations.,s1_filing,,,SAN DIEGO,,,2023-05-16,,acquired,,,,,,,,,,,,2834,CA
ProMIS Neurosciences Inc.,0001374339,PMN,2004-01-23,2022-11-01,trading,,,,,,,,,,,-21.9,TORONTO,16.2,NCM,,,,34869596,6965,2007-01-10,1800.0,2026-02-04,16.2,2007-04-30,2580.0,43.3,6.76,-99.1,2834,A6
"Propanc Biopharma, Inc.",0001517681,PPCB,2010-11-23,2011-06-23,trading,oncology,oncology,other,enzyme,"enzyme,pro-enzyme",,preclinical,"Develops pro-enzyme formulations designed to control or prevent tumor recurrence and spreading in pancreatic, ovarian, and colorectal cancers.",s1_filing,,-87.9,"CAMBERWELL, VICTORIA",0.2019,NCM,,,,2585682,4776,2013-01-07,187500003328.0,2026-02-04,0.2,2013-03-28,249999998976.0,33.3,0.0,-100.0,2834,C3
"ProPhase Labs, Inc.",0000868278,PRPH,2022-06-01,2025-10-21,trading,oncology,"oncology,infectious_disease,gastroenterology",small_molecule,small_molecule,"small_molecule,diagnostic","PIM kinase,Barrett's Esophagus biomarkers",preclinical,"Develops small molecule antiviral compounds, PIM kinase inhibitors, and diagnostic tests including the BE-Smart esophageal pre-cancer screening test.",s1_filing,,-4.4,NEW YORK,0.16,PNK,,,,757921,11629,1994-04-04,0.66,2026-02-04,0.16,2022-07-11,147.0,22036.0,0.14,-75.9,2834,NY
"Protagenic Therapeutics, Inc.\new",0001022899,PTIX,2005-03-01,2016-09-16,trading,cns,cns,biologic,peptide,peptide,TCAP,preclinical,"Develops synthetic peptide therapeutics based on TCAP (Teneurin Carboxy-terminal Associated Peptide) to treat stress-related neuropsychiatric and mood disorders including depression, anxiety, PTSD, and substance abuse.",s1_filing,,-68.8,NEW YORK,0.488,PNK,,,,940814,1743,2021-04-27,126.5,2026-02-03,0.49,2021-05-11,194.32,53.6,0.43,-99.6,2834,NY
"Protagonist Therapeutics, Inc",0001377121,PTGX,2001-09-01,2016-07-11,trading,gastroenterology,"gastroenterology,hematology",other,peptide,peptide,"ITGA4-ITGB7,IL23R,HAMP",phase_1,Develops oral peptide drugs targeting inflammatory bowel disease and injectable peptide therapies for iron overload disorders using proprietary constrained peptide technology platform.,s1_filing,,23.0,NEWARK,83.15,NGM,,,,5198177792,3464,2016-08-11,11.7,2026-02-04,83.15,2025-12-12,95.35,715.0,4.69,610.7,2834,CA
"Protea Biosciences Group, Inc.",0001335103,,2001-07-01,2014-01-13,ipo_withdrawn,,,,,,,,,,,,MORGANTOWN,,,2016-08-26,,ipo_withdrawn,,,,,,,,,,,,2834,WV
"PROTEONOMIX, INC.",0001469559,,2005-01-01,2011-02-01,delisted,cardiovascular,"cardiovascular,metabolic,dermatology",other,cell_therapy,"cell_therapy,protein,cosmeceutical","stromal_stem_cells,islet_cells,bone_marrow_cells,nc138_protein_matrix",preclinical,"Develops cell therapies and regenerative medicine products including StromaCel for cardiac treatment, diabetes therapies using pancreatic stem cells, and anti-aging cosmeceuticals based on stem cell-derived proteins.",s1_filing,,,MOUNTAINSIDE,,,2012-11-13,,delisted,,,,,,,,,,,,2834,NJ
"PROVECTUS BIOPHARMACEUTICALS, INC.",0000315545,PVCT,2009-01-01,2013-04-08,trading,oncology,"oncology,dermatology",small_molecule,small_molecule,small_molecule,,phase_3,"Develops small molecule prescription drug candidates PV-10 for oncology indications including metastatic melanoma, liver cancer, and breast cancer, and PH-10 for dermatology conditions including psoriasis and atopic dermatitis.",s1_filing,,-29.9,KNOXVILLE,0.05,OQB,,,,21013994,10611,1997-01-15,1500.0,2026-02-03,0.05,2000-06-16,139500.0,9200.0,0.01,-100.0,2834,TN
"Provention Bio, Inc.",0001695357,,2016-10-01,2018-05-09,acquired,,,,,,,,,,,,RED BANK,,,2023-04-27,,acquired,,,,,,,,,,,,2834,NJ
"Pulmatrix, Inc.",0001574235,PULM,2013-01-01,2013-08-08,trading,,,,,,,,,,,-45.5,FRAMINGHAM,2.68,NCM,,,,9788127,4338,2014-03-21,3625.0,2026-02-04,2.68,2014-03-21,3625.0,0.0,1.62,-99.9,2834,MA
"PUMA BIOTECHNOLOGY, INC.",0001401667,PBYI,2007-04-01,2012-09-28,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,HER2,phase_3,"Develops neratinib, a small molecule HER2 inhibitor, for the treatment of HER2-positive breast cancer and other HER2-expressing cancers.",s1_filing,,-4.9,LOS ANGELES,7.0157,NMS,,,,353528896,5034,2012-04-24,14.0,2026-02-04,7.02,2014-09-18,275.07,1864.8,1.64,-49.9,2834,CA
Q BioMed Inc.,0001596062,QBIO,2013-11-01,2014-01-13,trading,oncology,"oncology,ophthalmology,cns,rare_disease,infectious_disease,renal",other,radiopharmaceutical,"radiopharmaceutical,small_molecule",GDF15,approved,"Commercial-stage biotech company with approved radiopharmaceuticals for cancer bone pain and development programs targeting COVID-19, glaucoma, liver cancer, autism, and infectious diseases.",s1_filing,,,NEW YORK,0.0001,PNK,,,,14509,3884,2015-06-17,1.5,2026-02-03,0.0,2017-01-04,10.42,594.7,0.0,-100.0,2834,NY
"Q Therapeutics, Inc.",0001366541,,2002-03-01,2012-06-29,ipo_withdrawn,cns,"cns,rare_disease",other,cell_therapy,cell_therapy,,preclinical,"Develops glial restricted progenitor cell therapies (Q-Cells) for neurodegenerative diseases including ALS, with plans to expand to additional CNS disorders.",s1_filing,,,SALT LAKE CITY,,,2012-08-16,,ipo_withdrawn,,,,,,,,,,,,2834,UT
Q32 Bio Inc.,0001661998,QTTB,2015-01-01,2018-03-02,trading,immunology,"immunology,dermatology,renal",biologic,antibody,antibody,"IL-7R,C3d,IL-7,TSLP",phase_2,"Develops antibody-based therapeutics targeting adaptive and innate immunity pathways for autoimmune and inflammatory diseases, with lead programs targeting IL-7R and complement inhibition.",s1_filing,,-43.0,WALTHAM,4.0707,NCM,,,,50087328,2870,2018-03-28,335.88,2026-02-04,4.07,2019-04-05,546.12,62.6,1.36,-98.8,2834,MA
QUATRX PHARMACEUTICALS Co,0001166029,,2000-11-01,2006-02-03,ipo_withdrawn,metabolic,"metabolic,cardiovascular,dermatology",small_molecule,small_molecule,small_molecule,"estrogen receptor,testosterone",phase_3,"Develops small molecule compounds targeting endocrine, metabolic and cardiovascular disorders with lead candidates treating hormone deficiencies in aging men and women.",s1_filing,,,ANN ARBOR,,,2006-07-07,,ipo_withdrawn,,,,,,,,,,,,2834,MI
"Ra Pharmaceuticals, Inc.",0001481512,,2008-01-01,2016-09-30,acquired,rare_disease,"rare_disease,hematology,immunology,cns,ophthalmology,renal",both,peptide,"peptide,small_molecule","C5,Factor D,C1s",phase_2,"Develops synthetic macrocyclic peptides targeting complement system proteins for rare complement-mediated diseases including PNH, myasthenia gravis, and lupus nephritis.",s1_filing,,,CAMBRIDGE,,,2019-11-15,,acquired,,,,,,,,,,,,2834,MA
Rain Oncology Inc.,0001724979,,2017-04-01,2021-04-02,acquired,oncology,oncology,small_molecule,small_molecule,small_molecule,"MDM2,p53,RAD52,BRCA1,BRCA2",phase_3,"Develops precision oncology small molecule therapies targeting oncogenic drivers like MDM2 and RAD52, with lead candidate RAIN-32 for MDM2-dependent cancers including liposarcoma.",s1_filing,,,NEWARK,,,2024-01-26,,acquired,,,,,,,,,,,,2834,CA
Rallybio Corp,0001739410,RLYB,2018-03-01,2021-07-02,trading,rare_disease,"rare_disease,hematology,immunology,ophthalmology,metabolic",both,antibody,"antibody,small_molecule","HPA-1a,C5",phase_2,Develops therapies for rare diseases including antibodies targeting HPA-1a for fetal and neonatal alloimmune thrombocytopenia and C5 inhibitors for complement dysregulation disorders.,s1_filing,,-50.6,NEW HAVEN,0.58,NCM,,,,24501390,1651,2021-07-29,14.1,2026-02-04,0.58,2021-08-05,23.4,66.0,0.25,-95.9,2834,CT
"Rani Therapeutics Holdings, Inc.",0001856725,RANI,2021-04-01,2021-07-09,trading,,,biologic,platform_technology,"platform_technology,peptide,antibody,cell_therapy,gene_therapy",,phase_1,Develops RaniPill capsule platform technology to enable oral delivery of biologics with high bioavailability as an alternative to subcutaneous or IV injection.,s1_filing,,-38.9,SAN JOSE,1.18,NGM,,,,144721728,1650,2021-07-30,11.0,2026-02-04,1.19,2021-11-18,35.0,218.2,0.41,-89.2,2834,CA
"Rapid Therapeutic Science Laboratories, Inc.",0001575659,RTSL,2013-02-22,2013-05-23,trading,,,,,,,,,,,-61.4,DE LEON,0.006,PNK,,,,113921,3156,2017-06-14,37.5,2026-02-03,0.01,2020-07-10,44.75,19.3,0.0,-100.0,2834,TX
"Rapport Therapeutics, Inc.",0002012593,RAPP,2022-02-01,2024-05-17,trading,cns,"cns,rare_disease",small_molecule,small_molecule,small_molecule,"TARP8,AMPAR,nAChR,α6 nAChR,α9α10 nAChR",phase_2,Develops small molecule CNS medicines targeting receptor associated proteins (RAPs) with lead candidate RAP-219 targeting TARP8 for epilepsy and other neurological disorders.,s1_filing,,16.2,BOSTON,26.71,NGM,,,,1273028864,607,2024-06-07,20.8,2026-02-04,26.71,2025-12-22,31.9,53.4,7.15,28.4,2834,MA
